,Unnamed: 0.1,Unnamed: 0,id,title,location,city,price,original_price,discount,m2,hab,floor,air,terrace,storage,elevator,garage,outside,wardrobes,pool,garden,satus,energy,co2,status
203,203,203,103854434,Piso en venta en calle del Capitán Arenas,Pedralbes,Barcelona,795000.0,795000,0,154.0,3.0,Planta 1ª exterior con ascensor,False,True,False,True,False,True,True,False,False,Buen estado,41,,
204,204,204,105815191,Piso en venta en calle de Joan Güell,Les Corts,Barcelona,250000.0,250000,0,62.0,2.0,Bajo interior con ascensor,False,False,False,True,False,False,False,False,False,Buen estado,,,
205,205,205,103582587, Casa o chalet independiente en venta en Av. de Pearson,Pedralbes,Barcelona,17000000.0,17000000,0,1.244,8.0,,True,True,True,False,True,False,True,True,False,Buen estado,,,
206,206,206,103256510,Piso en venta en calle del Capitán Arenas,Pedralbes,Barcelona,795000.0,795000,0,154.0,3.0,Planta 1ª exterior con ascensor,False,True,False,True,False,True,True,False,False,Buen estado,47,,
207,207,207,104276694,Piso en venta en calle del Capitán Arenas,Pedralbes,Barcelona,795000.0,795000,0,154.0,3.0,Planta 1ª interior con ascensor,False,False,False,True,False,False,False,False,False,Buen estado,41,,
208,208,208,105898578,Piso en venta en carretera de Collblanc,La Maternitat i Sant Ramon,Barcelona,227000.0,227000,0,83.0,2.0,Planta 2ª exterior sin ascensor,False,False,False,True,False,True,False,False,False,Buen estado,136,22,
209,209,209,105850731,Piso en venta en calle del Cardenal Reig,La Maternitat i Sant Ramon,Barcelona,425000.0,425000,0,116.0,2.0,Planta 1ª exterior con ascensor,True,False,False,True,False,True,True,False,False,Buen estado,,,
210,210,210,105850731,Piso en venta en calle del Cardenal Reig,La Maternitat i Sant Ramon,Barcelona,425000.0,425000,0,116.0,2.0,Planta 1ª exterior con ascensor,True,False,False,True,False,True,True,False,False,Buen estado,,,
211,211,211,105678219,Piso en venta en avenida de Sant Ramon Nonat,La Maternitat i Sant Ramon,Barcelona,432000.0,432000,0,82.0,2.0,,True,True,False,True,False,True,False,False,False,Buen estado,999,99,
212,212,212,103116239,Piso en venta en La Maternitat i Sant Ramon,Les Corts,Barcelona,675000.0,"
690000 €
",0,120.0,4.0,Planta 9ª exterior con ascensor,False,True,False,True,True,True,True,True,False,Buen estado,129,26,
213,213,213,105092106,Piso en venta en calle de l'Equador,Les Corts,Barcelona,260000.0,260000,0,68.0,2.0,Planta 2ª interior sin ascensor,False,False,False,True,False,False,False,False,False,Buen estado,999,99,
214,214,214,103591410,Piso en venta en calle del Capitán Arenas,Pedralbes,Barcelona,795000.0,795000,0,154.0,3.0,,False,False,False,True,False,True,True,False,False,Buen estado,47,,
215,215,215,105524272,Piso en venta en Pedralbes,Les Corts,Barcelona,1550000.0,1550000,0,252.0,4.0,Planta 8ª exterior con ascensor,True,True,True,True,True,True,True,True,False,A reformar,,,
216,216,216,105008139,Piso en venta en calle de Gelabert,Les Corts,Barcelona,259000.0,259000,0,80.0,2.0,Bajo exterior con ascensor,True,False,False,True,False,True,False,False,False,Buen estado,,,
217,217,217,103614426,Piso en venta en calle del Capitán Arenas,Pedralbes,Barcelona,795000.0,795000,0,154.0,3.0,,False,True,False,True,False,True,False,False,False,Buen estado,41,,
218,218,218,105573126,Piso en venta en calle de Joan Güell,Les Corts,Barcelona,298000.0,298000,0,60.0,3.0,,False,False,False,True,False,False,False,False,False,Buen estado,157,39,
219,219,219,105814335,"Piso en venta en travesía de les Corts, 138",La Maternitat i Sant Ramon,Barcelona,330000.0,330000,0,88.0,4.0,Planta 2ª exterior con ascensor,True,False,False,True,False,True,False,False,False,Buen estado,,,
220,220,220,105171069,Piso en venta en avenida de Madrid,Les Corts,Barcelona,355000.0,355000,0,70.0,2.0,Planta 8ª exterior con ascensor,True,False,False,True,False,True,False,False,False,Buen estado,,,
221,221,221,100598885,Piso en venta en Gran Via de Carles III,Les Corts,Barcelona,335000.0,335000,0,75.0,3.0,Bajo exterior sin ascensor,False,False,False,True,False,True,True,False,False,Buen estado,,,
222,222,222,104927049, Casa o chalet independiente en venta en calle de l'Abadessa Olzet,Pedralbes,Barcelona,7000000.0,7000000,0,510.0,5.0,,True,True,True,False,True,False,True,True,False,Buen estado,,,
223,223,223,105440038,Piso en venta en avenida de Sant Ramon Nonat,La Maternitat i Sant Ramon,Barcelona,432000.0,432000,0,82.0,2.0,,True,True,False,True,False,False,False,False,False,Buen estado,999,99,
224,224,224,105426190,Ático en venta en calle del Comte de Güell,La Maternitat i Sant Ramon,Barcelona,315000.0,"
330000 €
",0,75.0,1.0,Planta 6ª exterior con ascensor,False,True,False,True,False,True,False,False,False,Buen estado,,,
225,225,225,104981527,Piso en venta en calle de l'Equador,Les Corts,Barcelona,260000.0,260000,0,68.0,2.0,Planta 2ª interior sin ascensor,False,False,False,True,False,False,False,False,False,Buen estado,999,99,
226,226,226,105103877,Piso en venta en Gran Via de Carles III,Les Corts,Barcelona,335000.0,335000,0,65.0,3.0,Bajo exterior con ascensor,False,False,False,True,False,True,False,False,False,Buen estado,,,
227,227,227,105239149,Ático en venta en avenida de Pedralbes,Pedralbes,Barcelona,3950000.0,3950000,0,546.0,5.0,Planta 7ª exterior con ascensor,True,True,True,True,True,True,True,False,False,Buen estado,,,
228,228,228,105094779,Piso en venta en calle de Manuel Ballbè,Pedralbes,Barcelona,1475000.0,1475000,0,266.0,4.0,Planta 8ª exterior con ascensor,True,False,False,True,True,True,True,True,False,Buen estado,,,
229,229,229,105439283,Piso en venta en avenida de Sant Ramon Nonat,La Maternitat i Sant Ramon,Barcelona,432000.0,432000,0,82.0,2.0,Planta 1ª interior con ascensor,True,True,False,True,False,False,False,False,False,Buen estado,121,45,
230,230,230,104982317,Piso en venta en calle de l'Equador,Les Corts,Barcelona,260000.0,260000,0,68.0,2.0,Planta 2ª interior sin ascensor,False,False,False,True,False,False,False,False,False,Buen estado,121,45,
231,231,231,105537753,Piso en venta en Les Corts,Les Corts,Barcelona,340000.0,340000,0,70.0,2.0,Planta 3ª exterior con ascensor,True,False,False,True,False,True,False,False,False,Buen estado,,,
232,232,232,103617436,Piso en venta en calle del Capità Arenas,Pedralbes,Barcelona,795000.0,795000,0,154.0,6.0,,False,False,False,True,False,False,False,False,False,Buen estado,,,
233,233,233,105976624,Piso en venta en Gran Via de Carles III,Les Corts,Barcelona,335000.0,335000,0,65.0,3.0,Bajo,True,False,False,False,False,False,False,False,False,Buen estado,,,
234,234,234,105899884,Piso en venta en calle del Cardenal Reig,La Maternitat i Sant Ramon,Barcelona,320000.0,320000,0,89.0,4.0,Planta 3ª exterior con ascensor,False,False,False,True,False,True,True,False,False,Buen estado,187,39,
235,235,235,105213492,Piso en venta en travesía de les Corts,Les Corts,Barcelona,610000.0,610000,0,130.0,4.0,Planta 1ª exterior con ascensor,False,True,False,True,False,True,False,False,False,Buen estado,136,42,
236,236,236,103599422,Piso en venta en calle del Capitán Arenas,Pedralbes,Barcelona,795000.0,795000,0,154.0,3.0,Planta 1ª exterior con ascensor,False,True,False,True,False,True,True,False,False,Buen estado,,,
237,237,237,101589988,Piso en venta en calle de Benavent,La Maternitat i Sant Ramon,Barcelona,315000.0,315000,0,75.0,3.0,Planta 2ª interior con ascensor,True,True,False,True,False,False,False,False,False,Buen estado,,,
238,238,238,105909907,Piso en venta en plaza de Comas,Les Corts,Barcelona,1700000.0,1700000,0,380.0,7.0,,True,True,False,True,False,True,False,False,False,Buen estado,122,112,
239,239,239,105704251,Piso en venta en La Maternitat i Sant Ramon,Les Corts,Barcelona,299000.0,299000,0,79.0,3.0,Planta 4ª exterior con ascensor,True,False,False,True,False,True,False,False,False,Buen estado,107,,
240,240,240,104795309,Piso en venta en calle del Capità Arenas,Pedralbes,Barcelona,795000.0,795000,0,154.0,3.0,Bajo exterior con ascensor,True,True,False,True,False,True,False,False,False,Buen estado,41,,
241,241,241,105704251,Piso en venta en La Maternitat i Sant Ramon,Les Corts,Barcelona,299000.0,299000,0,79.0,3.0,Planta 4ª exterior con ascensor,True,False,False,True,False,True,False,False,False,Buen estado,107,,
242,242,242,103623025,Piso en venta en calle del Capità Arenas,Pedralbes,Barcelona,795000.0,795000,0,154.0,3.0,Planta 1ª exterior con ascensor,False,True,False,True,False,True,True,False,False,Buen estado,47,,
243,243,243,103598166,Piso en venta en calle del Capità Arenas,Pedralbes,Barcelona,795000.0,795000,0,154.0,6.0,,False,False,False,True,False,False,False,False,False,Buen estado,,,
244,244,244,103333118,Piso en venta en calle de Berlín,Les Corts,Barcelona,270000.0,270000,0,76.0,1.0,Bajo interior con ascensor,True,False,False,True,False,False,False,False,False,Buen estado,75,,
245,245,245,104217298,Piso en venta en avenida de Sarrià,Les Corts,Barcelona,1000000.0,1000000,0,180.0,4.0,Planta 5ª exterior con ascensor,True,False,True,True,False,True,True,False,False,Buen estado,,,
246,246,246,105521342,Piso en venta en Pedralbes,Les Corts,Barcelona,2500000.0,2500000,0,280.0,5.0,Planta 3ª,False,False,False,False,False,False,False,False,False,Buen estado,,,
247,247,247,104786572,Ático en venta en La Maternitat i Sant Ramon,Les Corts,Barcelona,450000.0,450000,0,62.0,2.0,Planta 8ª exterior con ascensor,True,True,False,True,False,True,False,False,False,Buen estado,,,
248,248,248,102593216,Piso en venta en travesía de les Corts,La Maternitat i Sant Ramon,Barcelona,375000.0,375000,0,86.0,4.0,Planta 3ª exterior con ascensor,False,True,True,True,False,True,False,False,False,A reformar,,,
249,249,249,105758746,"Piso en venta en calle de González Tablas, 17",Pedralbes,Barcelona,820000.0,820000,0,134.0,3.0,Planta 4ª exterior con ascensor,True,True,True,True,True,True,True,False,False,Buen estado,,,
250,250,250,103726746,Piso en venta en calle del Capitán Arenas,Pedralbes,Barcelona,795000.0,795000,0,154.0,3.0,Bajo exterior con ascensor,False,True,True,True,False,True,False,False,False,Buen estado,47,,
251,251,251,104416651,Piso en venta en calle del Capitán Arenas,Pedralbes,Barcelona,795000.0,795000,0,154.0,3.0,,False,False,False,False,False,False,False,False,False,Buen estado,,,
252,252,252,104869152,Piso en venta en carretera de Collblanc,La Maternitat i Sant Ramon,Barcelona,388000.0,388000,0,73.0,1.0,Planta 6ª exterior con ascensor,True,True,True,True,True,True,True,False,False,Buen estado,100,10,
253,253,253,105706791,Piso en venta en avenida de Madrid,La Maternitat i Sant Ramon,Barcelona,329900.0,329900,0,104.0,4.0,,False,True,False,True,False,True,True,False,False,A reformar,,,
254,254,254,105887117,Piso en venta en calle de Berlín,Les Corts,Barcelona,389000.0,389000,0,100.0,3.0,Planta 1ª exterior con ascensor,False,False,False,True,False,True,True,False,False,Buen estado,,,
255,255,255,101974322,Piso en venta en calle del Capitán Arenas,Pedralbes,Barcelona,795000.0,795000,0,154.0,3.0,Planta 1ª exterior con ascensor,False,True,False,True,False,True,True,False,False,Buen estado,42,,
256,256,256,105962920,Piso en venta en calle de Lluçà,Les Corts,Barcelona,320000.0,320000,0,73.0,3.0,Planta 1ª exterior con ascensor,False,False,False,True,False,True,False,False,False,Buen estado,163,23,
257,257,257,105808786,Piso en venta en La Maternitat i Sant Ramon,Les Corts,Barcelona,315000.0,315000,0,80.0,3.0,Planta 3ª exterior sin ascensor,True,False,False,True,False,True,False,False,False,Buen estado,,,
258,258,258,105005680,Piso en venta en Les Corts,Les Corts,Barcelona,255000.0,255000,0,55.0,3.0,Planta 3ª exterior sin ascensor,True,True,True,True,False,True,False,False,False,Buen estado,,,
259,259,259,104092368,Piso en venta en Pedralbes,Les Corts,Barcelona,1395000.0,1395000,0,252.0,6.0,Planta 1ª exterior con ascensor,True,True,True,True,True,True,True,True,False,A reformar,151,48,
260,260,260,105785305,"Piso en venta en calle de Mejía Lequerica, 1",La Maternitat i Sant Ramon,Barcelona,450000.0,450000,0,100.0,3.0,Planta 4ª interior con ascensor,False,True,False,True,False,False,False,False,False,A reformar,,,
261,261,261,105622940,"Piso en venta en calle dels Doctors Trias i Pujol, 7",Pedralbes,Barcelona,895000.0,"
920000 €
",0,134.0,4.0,Planta 3ª exterior con ascensor,True,True,False,True,True,True,True,True,False,A reformar,,,
262,262,262,105568455,"Piso en venta en calle del Comandant Benítez, 26",La Maternitat i Sant Ramon,Barcelona,349950.0,349950,0,78.0,4.0,Planta 3ª interior con ascensor,False,False,True,True,True,False,True,False,False,Buen estado,,,
263,263,263,102839830, Casa o chalet independiente en venta en Pedralbes,Les Corts,Barcelona,17000000.0,17000000,0,570.0,6.0,,True,True,True,False,True,False,False,True,False,Buen estado,,,
264,264,264,104122585, Casa o chalet independiente en venta en Pedralbes,Les Corts,Barcelona,21500000.0,21500000,0,996.0,6.0,,True,True,True,False,True,True,True,True,False,Buen estado,,,
265,265,265,104694090,Piso en venta en calle del Doctor Ferran,Pedralbes,Barcelona,895000.0,895000,0,134.0,4.0,Planta 3ª exterior con ascensor,True,True,False,True,True,True,True,True,False,Buen estado,140,28,
266,266,266,99750257, Casa o chalet independiente en venta en avenida d'Esplugues,Pedralbes,Barcelona,3750000.0,3750000,0,720.0,6.0,,False,True,False,False,True,False,True,False,False,A reformar,,,
267,267,267,103012028, Chalet adosado en venta en Pedralbes,Les Corts,Barcelona,4150000.0,4150000,0,641.0,5.0,,True,True,True,False,True,False,True,True,False,Buen estado,,,
268,268,268,96098087, Casa o chalet independiente en venta en Pedralbes,Les Corts,Barcelona,3900000.0,3900000,0,699.0,7.0,,True,True,True,False,True,False,False,False,False,Buen estado,,,
269,269,269,102443416,Piso en venta en avenida de Sarrià,Les Corts,Barcelona,1000000.0,1000000,0,172.0,3.0,Planta 3ª exterior con ascensor,False,False,False,True,False,True,False,False,False,A reformar,,,
270,270,270,104985593,"Piso en venta en calle dels Doctors Trias i Pujol, 2",Pedralbes,Barcelona,895000.0,"
925000 €
",0,143.0,4.0,Planta 3ª exterior con ascensor,True,True,False,True,True,True,True,True,False,Buen estado,,,
271,271,271,104793234,Piso en venta en avenida de Pedralbes,Pedralbes,Barcelona,1395000.0,1395000,0,252.0,5.0,Planta 1ª exterior con ascensor,True,True,True,True,True,True,True,True,False,A reformar,151,26,
272,272,272,91871835,Piso en venta en Pedralbes,Les Corts,Barcelona,2600000.0,2600000,0,240.0,4.0,Planta 3ª exterior con ascensor,True,True,False,True,True,True,True,False,False,Buen estado,,,
273,273,273,105232291,Piso en venta en Les Corts,Les Corts,Barcelona,1240000.0,"
1295000 €
",0,200.0,3.0,Planta 1ª exterior con ascensor,True,True,True,True,True,True,True,False,False,Buen estado,,29,
274,274,274,105985351,Piso en venta en carretera de Collblanc,La Maternitat i Sant Ramon,Barcelona,227000.0,227000,0,70.0,2.0,Planta 2ª exterior sin ascensor,False,False,True,True,False,True,False,False,False,Buen estado,,,
275,275,275,85492220,Piso en venta en Pedralbes,Les Corts,Barcelona,2500000.0,2500000,0,257.0,4.0,Planta 2ª exterior con ascensor,True,True,True,True,True,True,False,False,False,Buen estado,,,
276,276,276,98016761,Ático en venta en calle de Can Segalar,Les Corts,Barcelona,999000.0,999000,0,110.0,3.0,Planta 6ª exterior con ascensor,True,True,True,True,True,True,True,True,False,Buen estado,,,
277,277,277,95890216,Piso en venta en calle de Sabino Arana,La Maternitat i Sant Ramon,Barcelona,980000.0,980000,0,151.0,3.0,Planta 3ª exterior con ascensor,True,False,False,True,False,True,True,False,False,Buen estado,,,
278,278,278,105709681,Ático en venta en calle de Tòquio,Pedralbes,Barcelona,3650000.0,3650000,0,348.0,5.0,Planta 4ª exterior con ascensor,True,True,True,True,True,True,True,False,False,Buen estado,,,
279,279,279,105416885,"Piso en venta en calle del Taquígraf Garriga, 66",Les Corts,Barcelona,599000.0,599000,0,97.0,3.0,Planta 1ª exterior con ascensor,True,False,True,True,True,True,True,False,False,Buen estado,,,
280,280,280,104970398,Piso en venta en La Maternitat i Sant Ramon,Les Corts,Barcelona,1125000.0,"
1150000 €
",0,212.0,5.0,,True,True,True,True,False,True,True,False,False,Buen estado,120,24,
281,281,281,105923710,Piso en venta en Pedralbes,Les Corts,Barcelona,1350000.0,1350000,0,212.0,5.0,Planta 10ª exterior con ascensor,True,True,True,True,True,True,True,False,False,Buen estado,46,,
282,282,282,102565756,Piso en venta en Les Corts,Les Corts,Barcelona,1000000.0,1000000,0,175.0,4.0,Planta 3ª exterior con ascensor,False,False,False,True,False,True,False,False,False,A reformar,,,
283,283,283,103056889, Casa o chalet independiente en venta en Pedralbes,Les Corts,Barcelona,1600000.0,1600000,0,237.0,4.0,,False,True,False,False,True,False,True,True,False,Buen estado,243,50,
284,284,284,104345984,Piso en venta en Pedralbes,Les Corts,Barcelona,1400000.0,1400000,0,175.0,4.0,Planta 7ª exterior con ascensor,True,True,False,True,True,True,False,False,False,A reformar,,,
285,285,285,99796158, Casa o chalet independiente en venta en Pedralbes,Les Corts,Barcelona,7700000.0,7700000,0,1.317,7.0,,False,True,False,False,False,False,False,False,False,Buen estado,,,
286,286,286,105272451,Piso en venta en La Maternitat i Sant Ramon,Les Corts,Barcelona,435000.0,435000,0,150.0,4.0,Planta 6ª exterior con ascensor,False,True,False,True,True,True,False,True,False,Buen estado,140,29,
287,287,287,105463754,Ático en venta en Pedralbes,Les Corts,Barcelona,2600000.0,2600000,0,404.0,6.0,Planta 6ª exterior con ascensor,True,False,True,True,True,True,True,False,False,Buen estado,137,28,
288,288,288,105984725,Piso en venta en calle de Fígols,Les Corts,Barcelona,449000.0,449000,0,106.0,4.0,Planta 2ª exterior con ascensor,True,True,False,True,False,True,False,False,False,Buen estado,197,41,
289,289,289,104542632,Piso en venta en Les Corts,Les Corts,Barcelona,980000.0,980000,0,224.0,8.0,,True,True,False,True,False,True,False,False,False,Buen estado,,,
290,290,290,103385008,Piso en venta en calle de Rita Bonnat,Les Corts,Barcelona,1000000.0,1000000,0,171.0,3.0,Planta 3ª exterior con ascensor,False,False,True,True,False,True,True,False,False,Buen estado,,,
291,291,291,101687607,Piso en venta en Pedralbes,Les Corts,Barcelona,2600000.0,2600000,0,240.0,4.0,Planta 2ª exterior con ascensor,True,True,False,True,True,True,False,False,False,Buen estado,,,
292,292,292,104375064,"Piso en venta en calle de Nicaragua, 81",Les Corts,Barcelona,289000.0,289000,0,68.0,3.0,Bajo exterior con ascensor,False,False,False,True,False,True,False,False,False,A reformar,,,
293,293,293,103056223, Casa o chalet independiente en venta en Pedralbes,Les Corts,Barcelona,7700000.0,7700000,0,1.011,7.0,,True,False,True,False,True,False,False,False,False,A reformar,,,
294,294,294,105779974,Piso en venta en calle de Novell,Les Corts,Barcelona,400000.0,"
405000 €
",0,67.0,2.0,Planta 3ª exterior con ascensor,True,False,False,True,False,True,False,False,False,Buen estado,,,
295,295,295,98941050,Piso en venta en avenida de Pedralbes,Pedralbes,Barcelona,2370000.0,2370000,0,350.0,6.0,Planta 1ª exterior con ascensor,True,True,True,True,True,True,True,False,False,Buen estado,108,,
296,296,296,100583336,Piso en venta en Pedralbes,Les Corts,Barcelona,2370000.0,2370000,0,331.0,5.0,Planta 1ª exterior con ascensor,True,True,True,True,True,True,True,False,False,Buen estado,108,,
297,297,297,101160046, Casa o chalet independiente en venta en avenida de Pearson,Pedralbes,Barcelona,7700000.0,7700000,0,1.107,11.0,,True,True,True,False,True,False,False,True,False,A reformar,,,
298,298,298,103910170, Casa o chalet independiente en venta en avenida d'Esplugues,Pedralbes,Barcelona,14000000.0,14000000,0,1.413,8.0,,True,True,True,False,True,False,False,True,False,Buen estado,,,
299,299,299,101483226, Chalet adosado en venta en pasaje de Jaume Roig,La Maternitat i Sant Ramon,Barcelona,690000.0,"
730000 €
",0,115.0,3.0,,False,True,False,False,False,False,False,True,False,Nueva,,,
300,300,300,105536554,Piso en venta en calle de Tòquio,Pedralbes,Barcelona,2000000.0,2000000,0,280.0,5.0,Planta 3ª exterior con ascensor,False,True,True,True,True,True,True,False,False,A reformar,,,
301,301,301,105451073,Ático en venta en calle del Bisbe Català,Pedralbes,Barcelona,1540000.0,"
1640000 €
",0,116.0,2.0,Planta 3ª exterior con ascensor,False,True,False,True,True,True,False,True,False,A reformar,,,
302,302,302,100409648,Piso en venta en Pedralbes,Les Corts,Barcelona,2500000.0,2500000,0,240.0,5.0,Planta 1ª exterior con ascensor,True,True,True,True,True,True,True,False,False,Buen estado,,,
303,303,303,83171226,Piso en venta en Pedralbes,Les Corts,Barcelona,1800000.0,1800000,0,289.0,6.0,Planta 5ª exterior con ascensor,True,True,True,True,True,True,False,True,False,Buen estado,168,35,
304,304,304,105977149,Piso en venta en avenida de Pedralbes,Pedralbes,Barcelona,1500000.0,1500000,0,195.0,4.0,Planta 8ª exterior con ascensor,True,True,True,True,True,True,True,True,False,Buen estado,,,
305,305,305,104612449,Piso en venta en Pedralbes,Les Corts,Barcelona,1480000.0,1480000,0,195.0,3.0,Planta 1ª exterior con ascensor,True,True,True,True,True,True,True,False,False,Buen estado,182,,
306,306,306,102524652,Piso en venta en Pedralbes,Les Corts,Barcelona,2900000.0,2900000,0,371.0,6.0,Planta 2ª exterior con ascensor,True,True,False,True,True,True,True,True,False,Buen estado,135,28,
307,307,307,105538291,Piso en venta en calle de Tòquio,Pedralbes,Barcelona,2500000.0,2500000,0,280.0,5.0,Planta 3ª exterior con ascensor,True,True,False,True,True,True,True,False,False,A reformar,,,
308,308,308,104787304, Casa o chalet independiente en venta en La Maternitat i Sant Ramon,Les Corts,Barcelona,1450000.0,1450000,0,313.0,4.0,,False,False,False,False,True,False,False,False,False,Buen estado,203,,
309,309,309,103324532, Chalet pareado en venta en Pedralbes,Les Corts,Barcelona,2200000.0,2200000,0,360.0,5.0,,True,True,False,False,True,False,False,False,False,A reformar,225,,
310,310,310,105525958,Piso en venta en calle de González Tablas,Pedralbes,Barcelona,1600000.0,1600000,0,215.0,4.0,Planta 1ª exterior con ascensor,True,False,True,True,True,True,True,False,False,Buen estado,195,40,
311,311,311,104363827,Ático en venta en Les Corts,Les Corts,Barcelona,1690000.0,1690000,0,236.0,4.0,Planta 4ª exterior con ascensor,True,True,True,True,False,True,True,False,False,Buen estado,,,
312,312,312,105354747,Piso en venta en calle de Tòquio,Pedralbes,Barcelona,2000000.0,2000000,0,280.0,5.0,Planta 3ª exterior con ascensor,False,True,False,True,True,True,True,False,False,A reformar,,,
313,313,313,105973875,Piso en venta en avenida de Josep Tarradellas,Les Corts,Barcelona,1000000.0,1000000,0,121.0,3.0,Planta 7ª exterior con ascensor,True,True,False,True,False,True,False,False,False,Buen estado,,,
314,314,314,105616832,Ático en venta en avenida de Madrid,Les Corts,Barcelona,615000.0,615000,0,110.0,4.0,Planta 8ª exterior con ascensor,True,True,False,True,False,True,False,False,False,Buen estado,191,39,
315,315,315,105223398,Ático en venta en avenida de Madrid,Les Corts,Barcelona,615000.0,615000,0,110.0,4.0,Planta 9ª exterior con ascensor,True,True,False,True,False,True,True,False,False,Buen estado,191,39,
316,316,316,105766713,Piso en venta en calle de Novell,Les Corts,Barcelona,405000.0,"
410000 €
",0,67.0,2.0,Planta 3ª exterior con ascensor,False,False,False,True,False,True,False,False,False,Buen estado,,,
317,317,317,89005247,Ático en venta en calle de Bosch i Gimpera,Pedralbes,Barcelona,3800000.0,3800000,0,350.0,4.0,Planta 5ª interior con ascensor,True,True,True,True,True,False,True,True,False,Buen estado,137,24,
318,318,318,98390203,Piso en venta en calle de Sabino Arana,La Maternitat i Sant Ramon,Barcelona,980000.0,980000,0,150.0,3.0,Planta 4ª interior con ascensor,True,False,False,True,True,False,True,False,False,Buen estado,,,
319,319,319,102883572,Piso en venta en avenida de Sarrià,Les Corts,Barcelona,1000000.0,1000000,0,158.0,5.0,Planta 4ª exterior con ascensor,False,False,False,True,False,True,False,False,False,Buen estado,18,32,
320,320,320,105056762,Ático en venta en calle del Cardenal Reig,La Maternitat i Sant Ramon,Barcelona,605000.0,"
635000 €
",0,95.0,4.0,Planta 11ª exterior con ascensor,False,False,False,True,False,True,False,True,False,Buen estado,,,
321,321,321,104016183,Piso en venta en Pedralbes,Les Corts,Barcelona,1380000.0,"
1480000 €
",0,195.0,3.0,Planta 1ª interior con ascensor,True,True,True,True,False,False,True,False,False,Buen estado,148,30,
322,322,322,105700123,Piso en venta en avenida Diagonal,Pedralbes,Barcelona,1200000.0,"
1320000 €
",0,198.0,5.0,Planta 3ª exterior con ascensor,True,True,True,True,True,True,True,False,False,Buen estado,,,
323,323,323,104393255, Casa o chalet en venta en Passatge de Xile s/n,La Maternitat i Sant Ramon,Barcelona,1450000.0,1450000,0,326.0,4.0,,True,True,False,False,False,False,False,False,False,Buen estado,,,
324,324,324,105855337,Ático en venta en avenida de Madrid,Les Corts,Barcelona,615000.0,615000,0,110.0,4.0,,False,False,False,True,False,False,False,False,False,Buen estado,191,,
325,325,325,105083735,Piso en venta en paseo de Manuel Girona,Pedralbes,Barcelona,420000.0,"
445000 €
",0,57.0,1.0,,False,False,False,True,False,False,False,False,False,Buen estado,,,
326,326,326,105898877,Ático en venta en avenida de Madrid,Les Corts,Barcelona,615000.0,615000,0,110.0,4.0,Planta 1ª exterior con ascensor,True,True,False,True,False,True,True,False,False,Buen estado,191,39,
327,327,327,104881582, Casa o chalet independiente en venta en avenida Mare de Déu de Lorda,Pedralbes,Barcelona,4150000.0,4150000,0,800.0,6.0,,True,True,True,False,True,True,True,True,False,Buen estado,,,
328,328,328,105850910,Ático en venta en avenida de Madrid,Les Corts,Barcelona,615000.0,615000,0,110.0,4.0,,True,True,False,True,False,True,False,False,False,Buen estado,191,39,
329,329,329,104987001,"Ático en venta en calle del Marquès de Sentmenat, 78",Les Corts,Barcelona,730000.0,730000,0,119.0,4.0,Planta 8ª exterior con ascensor,True,True,False,True,False,True,True,False,False,Buen estado,,,
330,330,330,104603291,Piso en venta en calle de Manuel Ballbè,Pedralbes,Barcelona,1550000.0,1550000,0,214.0,5.0,Planta 10ª exterior con ascensor,True,True,False,True,False,True,False,False,False,Buen estado,46,,
331,331,331,105451098,Piso en venta en calle del Bisbe Català,Pedralbes,Barcelona,1480000.0,"
1580000 €
",0,169.0,3.0,Planta 2ª exterior con ascensor,False,True,False,True,True,True,False,True,False,A reformar,,,
332,332,332,104593706,Piso en venta en calle de Manuel Ballbè,Pedralbes,Barcelona,1550000.0,1550000,0,214.0,5.0,Planta 11ª exterior con ascensor,True,True,False,True,False,True,True,False,False,Buen estado,46,,
333,333,333,105531078,Ático en venta en avenida de Madrid,Les Corts,Barcelona,615000.0,615000,0,110.0,4.0,Planta 9ª exterior con ascensor,True,True,False,True,False,True,False,False,False,Buen estado,191,39,
334,334,334,105451099,Piso en venta en calle del Bisbe Català,Pedralbes,Barcelona,1670000.0,"
1780000 €
",0,169.0,3.0,Planta 1ª exterior con ascensor,False,True,False,True,True,True,False,True,False,A reformar,,,
335,335,335,102019926,Piso en venta en calle del Capitán Arenas,Pedralbes,Barcelona,795000.0,795000,0,154.0,3.0,Planta 1ª exterior con ascensor,False,True,False,True,False,True,True,False,False,Buen estado,47,,
336,336,336,100703222,Piso en venta en avenida de Pedralbes,Pedralbes,Barcelona,1395000.0,1395000,0,240.0,6.0,Planta 1ª exterior con ascensor,True,False,True,True,True,True,True,True,False,A reformar,151,26,
337,337,337,105526138,Piso en venta en Jardí de Tòquio,Pedralbes,Barcelona,2500000.0,2500000,0,285.0,6.0,Planta 3ª exterior con ascensor,True,True,False,True,False,True,True,False,False,Buen estado,,,
338,338,338,103049194,Dúplex en venta en calle Doctor Ferrán,Pedralbes,Barcelona,2500000.0,2500000,0,320.0,4.0,Planta 10ª exterior con ascensor,True,True,True,True,True,True,True,True,False,Buen estado,163,34,
339,339,339,105489723,Piso en venta en Pedralbes,Les Corts,Barcelona,2000000.0,2000000,0,285.0,6.0,Planta 3ª exterior con ascensor,True,True,False,True,False,True,False,False,False,A reformar,,,
