,id,title,location,city,price,original_price,discount,m2,hab,floor,air,terrace,storage,elevator,garage,outside,wardrobes,pool,garden,satus,energy,co2
0,105520255, Chalet adosado en venta en calle d'Amèrica,El Guinardó, Barcelona,880000.0,880000,0,295.0,7.0,,True,True,False,False,False,True,True,False,False,A reformar,,
1,97800187,Estudio en venta en calle de Dante Alighieri,El Carmel, Barcelona,1120000.0,1120000,0,368.0,,,True,True,True,True,True,True,True,False,False,Buen estado,225,32
2,103890711,Piso en venta en ronda del Guinardó,El Baix Guinardó, Barcelona,350000.0,350000,0,77.0,3.0,Planta 3ª exterior con ascensor,False,True,False,True,False,True,False,False,False,Buen estado,,
3,103029464," Casa o chalet independiente en venta en carretera de las Aguas, 372",Sant Genís Dels Agudells - Montbau, Barcelona,1600000.0,"
1890000 €
",0,366.0,4.0,,False,True,True,False,True,False,True,True,False,A reformar,189,40
4,104677476,Dúplex en venta en calle d'Amílcar,El Guinardó, Barcelona,720000.0,720000,0,187.0,3.0,Bajo interior sin ascensor,False,False,True,True,False,False,True,False,False,Buen estado,,
5,104574509,Piso en venta en calle de Sant Antoni Maria Claret,El Baix Guinardó, Barcelona,392350.0,"
413000 €
",0,107.0,4.0,Planta 2ª exterior con ascensor,False,True,False,True,False,True,False,False,False,Buen estado,225,185
6,105385620,Piso en venta en calle de Sardenya,El Baix Guinardó, Barcelona,620000.0,620000,0,140.0,4.0,Planta 2ª exterior con ascensor,False,True,True,True,False,True,True,False,False,Buen estado,,
7,102594562,Piso en venta en calle de Gènova,El Guinardó, Barcelona,235000.0,"
240000 €
",0,157.0,2.0,Bajo interior sin ascensor,False,False,False,True,False,False,True,False,False,Buen estado,,
8,103588952, Casa o chalet independiente en venta en La Teixonera,Horta Guinardó, Barcelona,590000.0,590000,0,255.0,4.0,,False,True,True,False,False,False,False,False,False,Buen estado,196,41
9,104605440,Piso en venta en avenida de la Mare de Déu de Montserrat,El Guinardó, Barcelona,270000.0,270000,0,71.0,3.0,Planta 2ª exterior con ascensor,True,False,False,True,False,True,True,False,False,Buen estado,,
10,105381042,Dúplex en venta en Can Baró,Horta Guinardó, Barcelona,599000.0,599000,0,132.0,4.0,Planta 4ª exterior sin ascensor,True,True,True,True,False,True,False,False,False,Buen estado,,
11,104895169,Ático en venta en calle del Canonge Almera,La Font d'En Fargues, Barcelona,975000.0,"
990000 €
",0,290.0,4.0,Planta 3ª exterior con ascensor,True,True,False,True,True,True,True,True,False,Buen estado,161,33
12,103510732,Piso en venta en calle de Fastenrath,El Carmel, Barcelona,420000.0,420000,0,126.0,2.0,Planta 5ª exterior con ascensor,True,True,True,True,False,True,False,False,False,Buen estado,,
13,105563120, Chalet adosado en venta en La Font d'En Fargues,Horta Guinardó, Barcelona,420000.0,420000,0,82.0,3.0,,True,True,False,False,False,False,False,False,False,Buen estado,210,44
14,103478853,Ático en venta en La Font d'En Fargues,Horta Guinardó, Barcelona,780000.0,"
850000 €
",0,226.0,5.0,Planta 1ª exterior sin ascensor,False,True,True,True,False,True,False,False,False,Buen estado,44,
15,104668060,Piso en venta en El Guinardó,Horta Guinardó, Barcelona,500000.0,500000,0,125.0,2.0,Planta 8ª exterior con ascensor,True,True,False,True,False,True,False,False,False,Buen estado,,
16,104441263,Piso en venta en calle de Gènova,El Guinardó, Barcelona,262630.0,262630,0,78.0,1.0,Planta 3ª exterior con ascensor,True,False,True,True,False,True,False,False,False,Buen estado,,
17,104792633,Dúplex en venta en calle de Bismarck,Can Baró, Barcelona,530000.0,530000,0,103.0,2.0,Planta 3ª exterior con ascensor,True,True,False,True,False,True,True,False,False,Buen estado,,
18,104792340,Dúplex en venta en calle de Bismarck,Can Baró, Barcelona,530000.0,530000,0,110.0,2.0,Planta 2ª exterior con ascensor,True,True,False,True,False,True,True,False,False,Buen estado,,
